"income","sex","marital status","age","education","occupation","years in bay area","dual incomes","number in household","number of children","householder status","type of home","ethnic classification","language in home"
"[0,10)","female","single","14-17","grades 9-11","student",NA,"not married","4","2","live with parents/family","house","white","english"
"75+","female","married","45-54","college graduate","professional/managerial",NA,"yes","4","2","own","house","white","english"
"[0,10)","male","single","25-34","college (1-3 years)","student","1-3","not married","1","0","rent",NA,"east indian","english"
"[40,50)","female","married","45-54","high school graduate","homemaker","1-3","no","3","1","own","condominium","white","english"
"[30,40)","female","married","65+","college (1-3 years)","retired","7-10","no","2","0","own","house","white","english"
"[20,25)","female","single","18-24","college (1-3 years)","sales",">10","not married","2","0","rent","apartment","white","english"
"[30,40)","male","married","65+","college graduate","retired","7-10","no",NA,"0","own","house","white","english"
"[15,20)","male","married","35-44","college graduate","clerical/service","4-6","yes","2","0","rent","apartment","white","english"
"[40,50)","female","married","25-34","college graduate","sales","7-10","yes","2","0","rent","other","white","english"
"[50,75)","male","married","45-54","high school graduate","professional/managerial",">10","yes","4","1","own","house","white","english"
"[0,10)","female","single","14-17","grades 9-11","student",">10","not married","3","1","live with parents/family","house","white","other"
"[0,10)","female","single","14-17","grades 9-11","student",">10","not married","3","1","live with parents/family","house","hispanic","english"
"[40,50)","female","cohabitation","45-54","college graduate","professional/managerial","7-10","no","4","1","own","house","white","english"
"[30,40)","female","married","35-44","grades 9-11","homemaker",">10","no","4","0","own","house","american indian","english"
"[10,15)","female","single","25-34","college (1-3 years)","professional/managerial","1-3","not married","1","0","rent","house","white","english"
"[50,75)","female","married","35-44","college (1-3 years)","professional/managerial","7-10","yes","4","2","own","house","white","english"
"[30,40)","female","married","35-44","college (1-3 years)","homemaker",">10","no","3","1","own","house","white","english"
"[50,75)","male","married","35-44","graduate study","professional/managerial",NA,"no","4","2","own","house","white","english"
"[50,75)","female","married","25-34","college graduate","homemaker",NA,"no","4","2","own","house","white","english"
"[0,10)","female","single","14-17","grade <9","student",">10","not married","9+","6","live with parents/family","house","other","english"
"75+","female","married","25-34","graduate study","professional/managerial",NA,"yes","3","1","own","house","white","english"
"75+","female","married","35-44","college (1-3 years)","professional/managerial",">10","yes","3","1","own","house","white","english"
"[25,30)","female","married","18-24","high school graduate","homemaker",NA,"yes","3","1","own","house","hispanic","english"
"75+","male","married","55-64","high school graduate","professional/managerial",">10","no","2","0","own","house","white","english"
"75+","female","married","25-34","college (1-3 years)","professional/managerial",NA,"yes","4","2","own","house","white","english"
"[50,75)","female","cohabitation","25-34","graduate study","professional/managerial","4-6","not married","2","0","rent","apartment","white","english"
"75+","female","cohabitation","45-54","graduate study","professional/managerial",">10","yes","2","0","own","condominium","white","english"
"[0,10)","male","single","18-24","college (1-3 years)","unemployed",">10","not married","3","1","live with parents/family","house","white","english"
"[30,40)","male","divorced","35-44","college graduate","sales",">10","not married",NA,"0","rent","apartment","white","english"
"75+","male","cohabitation","35-44","graduate study","sales",">10","not married","2","0","own","house","white","spanish"
"75+","male","married","35-44","graduate study","professional/managerial","7-10","yes","5","1","own","house","white","english"
"[40,50)","female","single","25-34","college (1-3 years)","professional/managerial",">10","not married","2","0","rent","house","white","english"
"75+","male","single","25-34","college (1-3 years)","laborer",">10","not married","4","0","live with parents/family","house","white","english"
"[40,50)","male","single","35-44","college graduate","professional/managerial",">10","not married","1","0","own","condominium","asian","english"
"[30,40)","male","married","25-34","college graduate","professional/managerial",">10","yes","2","0","rent","house","white","english"
"[0,10)","female","married","18-24","high school graduate","clerical/service","1-3","no","4","2","rent","apartment","white","english"
"[50,75)","male","single","18-24","high school graduate","student","4-6","not married","3","0","own","house","white","english"
"[0,10)","male","single","14-17","grades 9-11","unemployed","7-10","not married","4","1","rent","house","white","english"
"75+","female","married","45-54","graduate study","sales",">10","yes","2","0","own","house","white","english"
"[40,50)","male","single","25-34","college graduate","sales",">10","not married","1","0","rent","apartment","black",NA
"[50,75)","male","married","35-44","college graduate","professional/managerial","1-3","no","4","2","own","house","black","english"
"75+","male","married","45-54","graduate study","professional/managerial",">10","yes","5","1","own","house","white","english"
"[10,15)","male","single","18-24","high school graduate","unemployed",">10","not married","2","0","rent","apartment","white","english"
"[50,75)","female","married","55-64","college graduate","retired",">10","no","3","0","own","house","white","english"
"[20,25)","male","single","25-34","college (1-3 years)","military",">10","not married","6","0","rent","house","white","english"
"75+","male","single","25-34","graduate study","professional/managerial",">10","not married","1","0","rent","other","other","english"
"[0,10)","male","single","18-24","college (1-3 years)","sales",">10","not married","4","0","rent","apartment","white","english"
"75+","female","single","35-44","college (1-3 years)","sales",NA,"not married","1","0","own","condominium","white","english"
"75+","male","single","18-24","college (1-3 years)","student","1-3","not married","4","2","live with parents/family","house","white","english"
"75+","female","married","35-44","college (1-3 years)","sales","7-10","yes","3","1","own","house","white","english"
"[25,30)","female","divorced","35-44","college (1-3 years)","professional/managerial",NA,"not married","3","2","live with parents/family","house","white","english"
"[0,10)","female","married","18-24","college graduate","student",">10","no","2","0","rent","apartment","white","english"
"[15,20)","male","single","18-24","college (1-3 years)","clerical/service",">10","not married","5","1","rent","house","asian","english"
"75+","male","married","35-44","graduate study","professional/managerial",">10","yes","3","1",NA,"house","white","english"
"[50,75)","male","divorced","35-44","college graduate","professional/managerial","1-3","not married","1","0","rent","apartment","other","english"
